"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Elijah Millsapfree agency","2015-01-05","Elijah Millsap","free agency","Jazz","signed free agent to a 10-day contract","On 2015-01-05, Elijah Millsap is signed free agent to a 10-day contract by Jazz",FALSE,FALSE,"Jazz"
"free agencySamuel Dalembert","2015-01-05","free agency","Samuel Dalembert","Knicks","waived","On 2015-01-05, Samuel Dalembert becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"J.R. SmithLance Thomas","2015-01-05","Lance Thomas","J.R. Smith","Knicks","3-team trade with Cavaliers, Thunder","On 2015-01-05, Knicks make 3-team trade with Cavaliers, Thunder for Lance Thomas, and in exhchange give J.R. Smith to them.",FALSE,FALSE,"Knicks, Cavaliers, Thunder"
"Iman ShumpertLance Thomas","2015-01-05","Lance Thomas","Iman Shumpert","Knicks","3-team trade with Cavaliers, Thunder","On 2015-01-05, Knicks make 3-team trade with Cavaliers, Thunder for Lance Thomas, and in exhchange give Iman Shumpert to them.",FALSE,FALSE,"Knicks, Cavaliers, Thunder"
"Dion WaitersLance Thomas","2015-01-05","Dion Waiters","Lance Thomas","Thunder","3-team trade with Cavaliers, Knicks","On 2015-01-05, Thunder make 3-team trade with Cavaliers, Knicks for Dion Waiters, and in exhchange give Lance Thomas to them.",FALSE,FALSE,"Thunder, Cavaliers, Knicks"
"Andre Dawkinsfree agency","2015-01-06","free agency","Andre Dawkins","Heat","waived","On 2015-01-06, Andre Dawkins becomes a free agent from Heat",FALSE,FALSE,"Heat"
"Brandon Daviesfree agency","2015-01-06","free agency","Brandon Davies","Nets","waived","On 2015-01-06, Brandon Davies becomes a free agent from Nets",FALSE,FALSE,"Nets"
"free agencyPatrick Christopher","2015-01-06","free agency","Patrick Christopher","Jazz","waived","On 2015-01-06, Patrick Christopher becomes a free agent from Jazz",FALSE,FALSE,"Jazz"
"A.J. Pricefree agency","2015-01-07","free agency","A.J. Price","Cavaliers","waived","On 2015-01-07, A.J. Price becomes a free agent from Cavaliers",FALSE,FALSE,"Cavaliers"
"Furkan KorkmazTimofey Mozgov","2015-01-07","Timofey Mozgov","Furkan Korkmaz","Cavaliers","trade with Nuggets","On 2015-01-07, Cavaliers make trade with Nuggets for Timofey Mozgov, and in exhchange give first round pick (from Cavaliers, protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz) to them.",TRUE,FALSE,"Cavaliers, Nuggets"
"Harry GilesTimofey Mozgov","2015-01-07","Timofey Mozgov","Harry Giles","Cavaliers","trade with Nuggets","On 2015-01-07, Cavaliers make trade with Nuggets for Timofey Mozgov, and in exhchange give first round pick in first draft 2 years after Grizzlies send first round pick to Timberwolves via Rockets (protected #1-5, #15-30 in 2015-16, top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles) to them.",TRUE,FALSE,"Cavaliers, Nuggets"
"Furkan KorkmazSir'Dominic Pointer","2015-01-07","Sir'Dominic Pointer","Furkan Korkmaz","Cavaliers","trade with Nuggets","On 2015-01-07, Cavaliers make trade with Nuggets for 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer), and in exhchange give first round pick (from Cavaliers, protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz) to them.",TRUE,FALSE,"Cavaliers, Nuggets"
"Harry GilesSir'Dominic Pointer","2015-01-07","Sir'Dominic Pointer","Harry Giles","Cavaliers","trade with Nuggets","On 2015-01-07, Cavaliers make trade with Nuggets for 2015 second round pick (less favorable of Blazers, Bulls picks) (#53-Sir'Dominic Pointer), and in exhchange give first round pick in first draft 2 years after Grizzlies send first round pick to Timberwolves via Rockets (protected #1-5, #15-30 in 2015-16, top 5 in 2017-18, unprotected in 2019) (2017 #20-Harry Giles) to them.",TRUE,FALSE,"Cavaliers, Nuggets"
"Elliot Williamsfree agency","2015-01-07","Elliot Williams","free agency","Jazz","signed free agent to a 10-day contract","On 2015-01-07, Elliot Williams is signed free agent to a 10-day contract by Jazz",FALSE,FALSE,"Jazz"
"Alex Kirkfree agency","2015-01-07","free agency","Alex Kirk","Knicks","waived","On 2015-01-07, Alex Kirk becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyLance Thomas","2015-01-07","free agency","Lance Thomas","Knicks","waived","On 2015-01-07, Lance Thomas becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyLouis Amundson / Lou Amundson","2015-01-07","free agency","Louis Amundson / Lou Amundson","Knicks","waived","On 2015-01-07, Louis Amundson / Lou Amundson becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyLangston Galloway","2015-01-07","Langston Galloway","free agency","Knicks","signed free agent to a 10-day contract","On 2015-01-07, Langston Galloway is signed free agent to a 10-day contract by Knicks",FALSE,FALSE,"Knicks"
"free agencyJeff Adrien","2015-01-07","free agency","Jeff Adrien","Timberwolves","waived","On 2015-01-07, Jeff Adrien becomes a free agent from Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyGlen Rice Jr.","2015-01-07","free agency","Glen Rice Jr.","Wizards","waived","On 2015-01-07, Glen Rice Jr. becomes a free agent from Wizards",FALSE,FALSE,"Wizards"
"Jared CunninghamSergei Lishouk / Sergei Lishchuk","2015-01-07","Jared Cunningham","Sergei Lishouk / Sergei Lishchuk","76ers","trade with Clippers","On 2015-01-07, 76ers make trade with Clippers for Jared Cunningham, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE,TRUE,"76ers, Clippers"
"Cenk AkyolSergei Lishouk / Sergei Lishchuk","2015-01-07","Cenk Akyol","Sergei Lishouk / Sergei Lishchuk","76ers","trade with Clippers","On 2015-01-07, 76ers make trade with Clippers for rights to Cenk Akyol, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE,TRUE,"76ers, Clippers"
"cashSergei Lishouk / Sergei Lishchuk","2015-01-07","cash","Sergei Lishouk / Sergei Lishchuk","76ers","trade with Clippers","On 2015-01-07, 76ers make trade with Clippers for cash, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE,TRUE,"76ers, Clippers"
"free agencyJared Cunningham","2015-01-07","free agency","Jared Cunningham","76ers","waived","On 2015-01-07, Jared Cunningham becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"free agencyMiroslav Raduljica","2015-01-08","Miroslav Raduljica","free agency","Timberwolves","signed free agent to a 10-day contract","On 2015-01-08, Miroslav Raduljica is signed free agent to a 10-day contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyNate Wolters","2015-01-09","free agency","Nate Wolters","Bucks","waived","On 2015-01-09, Nate Wolters becomes a free agent from Bucks",FALSE,FALSE,"Bucks"
"free agencyKenyon Martin","2015-01-09","Kenyon Martin","free agency","Bucks","signed unrestricted free agent to a 10-day contract","On 2015-01-09, Kenyon Martin is signed unrestricted free agent to a 10-day contract by Bucks",FALSE,FALSE,"Bucks"
"Brandan WrightRade Zagorac (2017 #37-Semi Ojeleye","2015-01-09","Rade Zagorac (2017 #37-Semi Ojeleye","Brandan Wright","Celtics","trade with Suns","On 2015-01-09, Celtics make trade with Suns for draft pick(s) (first round pick (protected top 12 in 2015-16, else 2016 second round pick and 2017 second round pick)) (2016 #35-Rade Zagorac) (2017 #37-Semi Ojeleye), and in exhchange give Brandan Wright to them.",TRUE,FALSE,"Celtics, Suns"
"free agencyTony Mitchell (b","2015-01-09","free agency","Tony Mitchell (b","Suns","waived","On 2015-01-09, Tony Mitchell (b) becomes a free agent from Suns",FALSE,FALSE,"Suns"
"Jeff GreenTayshaun Prince","2015-01-12","Tayshaun Prince","Jeff Green","Celtics","3-team trade with Grizzlies, Pelicans","On 2015-01-12, Celtics make 3-team trade with Grizzlies, Pelicans for Tayshaun Prince, and in exhchange give Jeff Green to them.",FALSE,FALSE,"Celtics, Grizzlies, Pelicans"
"Austin RiversJeff Green","2015-01-12","Austin Rivers","Jeff Green","Celtics","3-team trade with Grizzlies, Pelicans","On 2015-01-12, Celtics make 3-team trade with Grizzlies, Pelicans for Austin Rivers, and in exhchange give Jeff Green to them.",FALSE,FALSE,"Celtics, Grizzlies, Pelicans"
"Jeff GreenQuincy Pondexter","2015-01-12","Jeff Green","Quincy Pondexter","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for Jeff Green, and in exhchange give Quincy Pondexter to them.",FALSE,FALSE,"Grizzlies, Celtics, Pelicans"
"Branden DawsonJeff Green","2015-01-12","Jeff Green","Branden Dawson","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for Jeff Green, and in exhchange give 2015 second round pick (#56-Branden Dawson) to them.",TRUE,FALSE,"Grizzlies, Celtics, Pelicans"
"Russ SmithTayshaun Prince","2015-01-12","Russ Smith","Tayshaun Prince","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for Russ Smith, and in exhchange give Tayshaun Prince to them.",FALSE,FALSE,"Grizzlies, Celtics, Pelicans"
"Quincy PondexterRuss Smith","2015-01-12","Russ Smith","Quincy Pondexter","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for Russ Smith, and in exhchange give Quincy Pondexter to them.",FALSE,FALSE,"Grizzlies, Celtics, Pelicans"
"Branden DawsonRuss Smith","2015-01-12","Russ Smith","Branden Dawson","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for Russ Smith, and in exhchange give 2015 second round pick (#56-Branden Dawson) to them.",TRUE,FALSE,"Grizzlies, Celtics, Pelicans"
"Tayshaun Princetrade exception","2015-01-12","trade exception","Tayshaun Prince","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for trade exception, and in exhchange give Tayshaun Prince to them.",FALSE,FALSE,"Grizzlies, Celtics, Pelicans"
"Quincy Pondextertrade exception","2015-01-12","trade exception","Quincy Pondexter","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for trade exception, and in exhchange give Quincy Pondexter to them.",FALSE,FALSE,"Grizzlies, Celtics, Pelicans"
"Branden Dawsontrade exception","2015-01-12","trade exception","Branden Dawson","Grizzlies","3-team trade with Celtics, Pelicans","On 2015-01-12, Grizzlies make 3-team trade with Celtics, Pelicans for trade exception, and in exhchange give 2015 second round pick (#56-Branden Dawson) to them.",TRUE,FALSE,"Grizzlies, Celtics, Pelicans"
"free agencyTyler Johnson","2015-01-12","Tyler Johnson","free agency","Heat","signed free agent to a 10-day contract","On 2015-01-12, Tyler Johnson is signed free agent to a 10-day contract by Heat",FALSE,FALSE,"Heat"
"Austin RiversQuincy Pondexter","2015-01-12","Quincy Pondexter","Austin Rivers","Pelicans","3-team trade with Celtics, Grizzlies","On 2015-01-12, Pelicans make 3-team trade with Celtics, Grizzlies for Quincy Pondexter, and in exhchange give Austin Rivers to them.",FALSE,FALSE,"Pelicans, Celtics, Grizzlies"
"Austin RiversBranden Dawson","2015-01-12","Branden Dawson","Austin Rivers","Pelicans","3-team trade with Celtics, Grizzlies","On 2015-01-12, Pelicans make 3-team trade with Celtics, Grizzlies for 2015 second round pick (from Grizzlies) (#56-Branden Dawson), and in exhchange give Austin Rivers to them.",TRUE,FALSE,"Pelicans, Celtics, Grizzlies"
"Jameer NelsonNate Robinson","2015-01-13","Nate Robinson","Jameer Nelson","Celtics","trade with Nuggets","On 2015-01-13, Celtics make trade with Nuggets for Nate Robinson, and in exhchange give Jameer Nelson to them.",FALSE,FALSE,"Celtics, Nuggets"
"free agencyNate Robinson","2015-01-14","free agency","Nate Robinson","Celtics","waived","On 2015-01-14, Nate Robinson becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"Dahntay Jonesfree agency","2015-01-14","Dahntay Jones","free agency","Clippers","signed free agent to a 10-day contract","On 2015-01-14, Dahntay Jones is signed free agent to a 10-day contract by Clippers",FALSE,FALSE,"Clippers"
"free agencyLarry Drew II","2015-01-15","Larry Drew II","free agency","76ers","signed free agent to a 10-day contract","On 2015-01-15, Larry Drew II is signed free agent to a 10-day contract by 76ers",FALSE,FALSE,"76ers"
"Austin RiversChris Douglas-Roberts","2015-01-15","Chris Douglas-Roberts","Austin Rivers","Celtics","3-team trade with Clippers, Suns","On 2015-01-15, Celtics make 3-team trade with Clippers, Suns for Chris Douglas-Roberts, and in exhchange give Austin Rivers to them.",FALSE,FALSE,"Celtics, Clippers, Suns"
"Austin RiversShavlik Randolph","2015-01-15","Shavlik Randolph","Austin Rivers","Celtics","3-team trade with Clippers, Suns","On 2015-01-15, Celtics make 3-team trade with Clippers, Suns for Shavlik Randolph, and in exhchange give Austin Rivers to them.",FALSE,FALSE,"Celtics, Clippers, Suns"
"Austin RiversJabari Bird","2015-01-15","Jabari Bird","Austin Rivers","Celtics","3-team trade with Clippers, Suns","On 2015-01-15, Celtics make 3-team trade with Clippers, Suns for 2017 second round pick (from Clippers) (#56-Jabari Bird), and in exhchange give Austin Rivers to them.",TRUE,FALSE,"Celtics, Clippers, Suns"
"Austin RiversReggie Bullock","2015-01-15","Austin Rivers","Reggie Bullock","Clippers","3-team trade with Celtics, Suns","On 2015-01-15, Clippers make 3-team trade with Celtics, Suns for Austin Rivers, and in exhchange give Reggie Bullock to them.",FALSE,FALSE,"Clippers, Celtics, Suns"
"Reggie BullockShavlik Randolph","2015-01-15","Reggie Bullock","Shavlik Randolph","Suns","3-team trade with Celtics, Clippers","On 2015-01-15, Suns make 3-team trade with Celtics, Clippers for Reggie Bullock, and in exhchange give Shavlik Randolph to them.",FALSE,FALSE,"Suns, Celtics, Clippers"
"free agencyJordan Farmar","2015-01-16","free agency","Jordan Farmar","Clippers","waived","On 2015-01-16, Jordan Farmar becomes a free agent from Clippers",FALSE,FALSE,"Clippers"
"free agencyQuincy Miller","2015-01-17","Quincy Miller","free agency","Kings","signed free agent to a 10-day contract","On 2015-01-17, Quincy Miller is signed free agent to a 10-day contract by Kings",FALSE,FALSE,"Kings"
"Austin Dayefree agency","2015-01-17","free agency","Austin Daye","Spurs","waived","On 2015-01-17, Austin Daye becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"Chris Douglas-Robertsfree agency","2015-01-18","free agency","Chris Douglas-Roberts","Celtics","waived","On 2015-01-18, Chris Douglas-Roberts becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyJaMychal Green","2015-01-18","JaMychal Green","free agency","Spurs","signed free agent to a 10-day contract","On 2015-01-18, JaMychal Green is signed free agent to a 10-day contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyJames Michael McAdoo / James McAdoo (Michael","2015-01-19","James Michael McAdoo / James McAdoo (Michael","free agency","Warriors","signed free agent to a 10-day contract","On 2015-01-19, James Michael McAdoo / James McAdoo (Michael) is signed free agent to a 10-day contract by Warriors",FALSE,FALSE,"Warriors"
"free agencyTyrus Thomas","2015-01-22","Tyrus Thomas","free agency","Grizzlies","signed free agent to a 10-day contract","On 2015-01-22, Tyrus Thomas is signed free agent to a 10-day contract by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyLorenzo Brown","2015-01-27","Lorenzo Brown","free agency","Timberwolves","signed free agent to a 10-day contract","On 2015-01-27, Lorenzo Brown is signed free agent to a 10-day contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyJorge Gutierrez","2015-01-28","Jorge Gutierrez","free agency","Bucks","signed free agent to a 10-day contract","On 2015-01-28, Jorge Gutierrez is signed free agent to a 10-day contract by Bucks",FALSE,FALSE,"Bucks"
"Chris Johnson (bfree agency","2015-01-28","Chris Johnson (b","free agency","Jazz","signed free agent to a 10-day contract","On 2015-01-28, Chris Johnson (b) is signed free agent to a 10-day contract by Jazz",FALSE,FALSE,"Jazz"
"free agencyReggie Williams","2015-01-28","Reggie Williams","free agency","Spurs","signed free agent to a 10-day contract","On 2015-01-28, Reggie Williams is signed free agent to a 10-day contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyJohn Lucas III","2015-02-02","John Lucas III","free agency","Pistons","signed free agent to a 10-day contract","On 2015-02-02, John Lucas III is signed free agent to a 10-day contract by Pistons",FALSE,FALSE,"Pistons"
"free agencyJannero Pargo","2015-02-03","free agency","Jannero Pargo","Hornets","waived","On 2015-02-03, Jannero Pargo becomes a free agent from Hornets",FALSE,FALSE,"Hornets"
"free agencyToney Douglas","2015-02-04","Toney Douglas","free agency","Pelicans","signed free agent to a 10-day contract","On 2015-02-04, Toney Douglas is signed free agent to a 10-day contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyTim Frazier","2015-02-05","Tim Frazier","free agency","76ers","signed free agent to a 10-day contract","On 2015-02-05, Tim Frazier is signed free agent to a 10-day contract by 76ers",FALSE,FALSE,"76ers"
"Adreian PayneKevin Huerter","2015-02-10","Kevin Huerter","Adreian Payne","Hawks","trade with Timberwolves","On 2015-02-10, Hawks make trade with Timberwolves for first round pick (protected top 14 and conditional in 2017 if Timberwolves convey 2015 first round pick to Celtics from previous trade, protected top 14 in 2018-20, else 2020 second round pick, 2021 second round pick) (2018 #19-Kevin Huerter), and in exhchange give Adreian Payne to them.",TRUE,FALSE,"Hawks, Timberwolves"
"Gary NealMaurice Williams / Mo Williams","2015-02-10","Maurice Williams / Mo Williams","Gary Neal","Hornets","trade with Timberwolves","On 2015-02-10, Hornets make trade with Timberwolves for Maurice Williams / Mo Williams, and in exhchange give Gary Neal to them.",FALSE,FALSE,"Hornets, Timberwolves"
"Gary NealTroy Daniels","2015-02-10","Troy Daniels","Gary Neal","Hornets","trade with Timberwolves","On 2015-02-10, Hornets make trade with Timberwolves for Troy Daniels, and in exhchange give Gary Neal to them.",FALSE,FALSE,"Hornets, Timberwolves"
"cashGary Neal","2015-02-10","cash","Gary Neal","Hornets","trade with Timberwolves","On 2015-02-10, Hornets make trade with Timberwolves for cash, and in exhchange give Gary Neal to them.",FALSE,FALSE,"Hornets, Timberwolves"
"Bernard Jamesfree agency","2015-02-11","Bernard James","free agency","Mavericks","signed free agent to a 10-day contract","On 2015-02-11, Bernard James is signed free agent to a 10-day contract by Mavericks",FALSE,FALSE,"Mavericks"
"Amare Stoudemire / Amar'e Stoudemirefree agency","2015-02-15","free agency","Amare Stoudemire / Amar'e Stoudemire","Knicks","waived (reached contract buyout agreement)","On 2015-02-15, Amare Stoudemire / Amar'e Stoudemire becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyRicky Ledo","2015-02-17","free agency","Ricky Ledo","Mavericks","waived","On 2015-02-17, Ricky Ledo becomes a free agent from Mavericks",FALSE,FALSE,"Mavericks"
"Isaiah CanaanK.J. McDaniels","2015-02-19","Isaiah Canaan","K.J. McDaniels","76ers","trade with Rockets","On 2015-02-19, 76ers make trade with Rockets for Isaiah Canaan, and in exhchange give K.J. McDaniels to them.",FALSE,FALSE,"76ers, Rockets"
"K.J. McDanielsRichaun Holmes","2015-02-19","Richaun Holmes","K.J. McDaniels","76ers","trade with Rockets","On 2015-02-19, 76ers make trade with Rockets for 2015 second round pick (less favorable of Nuggets, Timberwolves) (#37-Richaun Holmes), and in exhchange give K.J. McDaniels to them.",TRUE,FALSE,"76ers, Rockets"
"Cenk AkyolJaVale McGee","2015-02-19","JaVale McGee","Cenk Akyol","76ers","trade with Nuggets","On 2015-02-19, 76ers make trade with Nuggets for JaVale McGee, and in exhchange give rights to Cenk Akyol to them.",FALSE,TRUE,"76ers, Nuggets"
"Cenk Akyolrights to Chukwudiebere Maduabum / Chu Chu Maduabum","2015-02-19","rights to Chukwudiebere Maduabum / Chu Chu Maduabum","Cenk Akyol","76ers","trade with Nuggets","On 2015-02-19, 76ers make trade with Nuggets for rights to rights to Chukwudiebere Maduabum / Chu Chu Maduabum, and in exhchange give rights to Cenk Akyol to them.",FALSE,TRUE,"76ers, Nuggets"
"Cenk AkyolFurkan Korkmaz","2015-02-19","Furkan Korkmaz","Cenk Akyol","76ers","trade with Nuggets","On 2015-02-19, 76ers make trade with Nuggets for first round pick (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick and 2019 second round pick) (2016 #26-Furkan Korkmaz), and in exhchange give rights to Cenk Akyol to them.",TRUE,TRUE,"76ers, Nuggets"
"Arron AfflaloWill Barton","2015-02-19","Arron Afflalo","Will Barton","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Arron Afflalo, and in exhchange give Will Barton to them.",FALSE,FALSE,"Blazers, Nuggets"
"Arron AfflaloVictor Claver","2015-02-19","Arron Afflalo","Victor Claver","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Arron Afflalo, and in exhchange give Victor Claver to them.",FALSE,FALSE,"Blazers, Nuggets"
"Arron AfflaloThomas Robinson","2015-02-19","Arron Afflalo","Thomas Robinson","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Arron Afflalo, and in exhchange give Thomas Robinson to them.",FALSE,FALSE,"Blazers, Nuggets"
"Arron AfflaloMalik Beasley","2015-02-19","Arron Afflalo","Malik Beasley","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Arron Afflalo, and in exhchange give 2016 first round pick (protected top 14 in 2016-17, else 2018 second round pick (less favorable of Blazers, Kings picks) and 2019 second round pick) (#19-Malik Beasley) to them.",TRUE,FALSE,"Blazers, Nuggets"
"Alonzo GeeWill Barton","2015-02-19","Alonzo Gee","Will Barton","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Alonzo Gee, and in exhchange give Will Barton to them.",FALSE,FALSE,"Blazers, Nuggets"
"Alonzo GeeVictor Claver","2015-02-19","Alonzo Gee","Victor Claver","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Alonzo Gee, and in exhchange give Victor Claver to them.",FALSE,FALSE,"Blazers, Nuggets"
"Alonzo GeeThomas Robinson","2015-02-19","Alonzo Gee","Thomas Robinson","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Alonzo Gee, and in exhchange give Thomas Robinson to them.",FALSE,FALSE,"Blazers, Nuggets"
"Alonzo GeeMalik Beasley","2015-02-19","Alonzo Gee","Malik Beasley","Blazers","trade with Nuggets","On 2015-02-19, Blazers make trade with Nuggets for Alonzo Gee, and in exhchange give 2016 first round pick (protected top 14 in 2016-17, else 2018 second round pick (less favorable of Blazers, Kings picks) and 2019 second round pick) (#19-Malik Beasley) to them.",TRUE,FALSE,"Blazers, Nuggets"
"Isaiah ThomasMarcus Thornton (T.","2015-02-19","Isaiah Thomas","Marcus Thornton (T.","Celtics","trade with Suns","On 2015-02-19, Celtics make trade with Suns for Isaiah Thomas, and in exhchange give Marcus Thornton (T.) to them.",FALSE,FALSE,"Celtics, Suns"
"Luigi Datome / Gigi DatomeTayshaun Prince","2015-02-19","Luigi Datome / Gigi Datome","Tayshaun Prince","Celtics","trade with Pistons","On 2015-02-19, Celtics make trade with Pistons for Luigi Datome / Gigi Datome, and in exhchange give Tayshaun Prince to them.",FALSE,FALSE,"Celtics, Pistons"
"Jonas JerebkoTayshaun Prince","2015-02-19","Jonas Jerebko","Tayshaun Prince","Celtics","trade with Pistons","On 2015-02-19, Celtics make trade with Pistons for Jonas Jerebko, and in exhchange give Tayshaun Prince to them.",FALSE,FALSE,"Celtics, Pistons"
"Andre MillerRamon Sessions","2015-02-19","Andre Miller","Ramon Sessions","Kings","trade with Wizards","On 2015-02-19, Kings make trade with Wizards for Andre Miller, and in exhchange give Ramon Sessions to them.",FALSE,FALSE,"Kings, Wizards"
"Alexey ShvedPablo Prigioni","2015-02-19","Alexey Shved","Pablo Prigioni","Knicks","trade with Rockets","On 2015-02-19, Knicks make trade with Rockets for Alexey Shved, and in exhchange give Pablo Prigioni to them.",FALSE,FALSE,"Knicks, Rockets"
"Ognjen JaramazPablo Prigioni","2015-02-19","Ognjen Jaramaz","Pablo Prigioni","Knicks","trade with Rockets","On 2015-02-19, Knicks make trade with Rockets for 2017 second round pick (#58-Ognjen Jaramaz), and in exhchange give Pablo Prigioni to them.",TRUE,FALSE,"Knicks, Rockets"
