"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"Justin HolidayWayne Selden Jr.","2019-01-03","Wayne Selden Jr.","Justin Holiday","Bulls","trade with Grizzlies","On 2019-01-03, Bulls make trade with Grizzlies for Wayne Selden Jr., and in exhchange give Justin Holiday to them.",FALSE,FALSE,"Bulls, Grizzlies"
"free agencyLorenzo Brown","2019-01-07","free agency","Lorenzo Brown","Raptors","waived","On 2019-01-07, Lorenzo Brown becomes a free agent from Raptors",FALSE,FALSE,NA
"free agencyQuincy Acy","2019-01-07","Quincy Acy","free agency","Suns","signed free agent to a 10-day contract","On 2019-01-07, Quincy Acy is signed free agent to a 10-day contract by Suns",FALSE,FALSE,"Suns"
"free agencyHaywood Highsmith","2019-01-08","Haywood Highsmith","free agency","76ers","signed free agent to a two way contract","On 2019-01-08, Haywood Highsmith is signed free agent to a two way contract by 76ers",FALSE,FALSE,"76ers"
"free agencyKenneth Faried","2019-01-19","free agency","Kenneth Faried","Nets","waived","On 2019-01-19, Kenneth Faried becomes a free agent from Nets",FALSE,FALSE,NA
"free agencyStephan Hicks","2019-01-20","Stephan Hicks","free agency","Pacers","signed free agent to a 10-day contract","On 2019-01-20, Stephan Hicks is signed free agent to a 10-day contract by Pacers",FALSE,FALSE,"Pacers"
"Carmelo AnthonyTadija Dragicevic","2019-01-22","Carmelo Anthony","Tadija Dragicevic","Bulls","trade with Rockets","On 2019-01-22, Bulls make trade with Rockets for Carmelo Anthony, and in exhchange give rights to Tadija Dragicevic to them.",FALSE,TRUE,"Bulls, Rockets"
"Jon DieblerTadija Dragicevic","2019-01-22","Jon Diebler","Tadija Dragicevic","Bulls","trade with Rockets","On 2019-01-22, Bulls make trade with Rockets for rights to Jon Diebler, and in exhchange give rights to Tadija Dragicevic to them.",FALSE,TRUE,"Bulls, Rockets"
"cashTadija Dragicevic","2019-01-22","cash","Tadija Dragicevic","Bulls","trade with Rockets","On 2019-01-22, Bulls make trade with Rockets for cash, and in exhchange give rights to Tadija Dragicevic to them.",FALSE,TRUE,"Bulls, Rockets"
"Dennis Smith Jr.Kristaps Porzingis","2019-01-31","Dennis Smith Jr.","Kristaps Porzingis","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Dennis Smith Jr., and in exhchange give Kristaps Porzingis to them.",FALSE,FALSE,"Knicks, Mavericks"
"Dennis Smith Jr.Tim Hardaway Jr.","2019-01-31","Dennis Smith Jr.","Tim Hardaway Jr.","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Dennis Smith Jr., and in exhchange give Tim Hardaway Jr. to them.",FALSE,FALSE,"Knicks, Mavericks"
"Courtney LeeDennis Smith Jr.","2019-01-31","Dennis Smith Jr.","Courtney Lee","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Dennis Smith Jr., and in exhchange give Courtney Lee to them.",FALSE,FALSE,"Knicks, Mavericks"
"Dennis Smith Jr.Trey Burke","2019-01-31","Dennis Smith Jr.","Trey Burke","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Dennis Smith Jr., and in exhchange give Trey Burke to them.",FALSE,FALSE,"Knicks, Mavericks"
"DeAndre JordanKristaps Porzingis","2019-01-31","DeAndre Jordan","Kristaps Porzingis","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for DeAndre Jordan, and in exhchange give Kristaps Porzingis to them.",FALSE,FALSE,"Knicks, Mavericks"
"DeAndre JordanTim Hardaway Jr.","2019-01-31","DeAndre Jordan","Tim Hardaway Jr.","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for DeAndre Jordan, and in exhchange give Tim Hardaway Jr. to them.",FALSE,FALSE,"Knicks, Mavericks"
"Courtney LeeDeAndre Jordan","2019-01-31","DeAndre Jordan","Courtney Lee","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for DeAndre Jordan, and in exhchange give Courtney Lee to them.",FALSE,FALSE,"Knicks, Mavericks"
"DeAndre JordanTrey Burke","2019-01-31","DeAndre Jordan","Trey Burke","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for DeAndre Jordan, and in exhchange give Trey Burke to them.",FALSE,FALSE,"Knicks, Mavericks"
"Kristaps PorzingisWesley Matthews","2019-01-31","Wesley Matthews","Kristaps Porzingis","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Wesley Matthews, and in exhchange give Kristaps Porzingis to them.",FALSE,FALSE,"Knicks, Mavericks"
"Tim Hardaway Jr.Wesley Matthews","2019-01-31","Wesley Matthews","Tim Hardaway Jr.","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Wesley Matthews, and in exhchange give Tim Hardaway Jr. to them.",FALSE,FALSE,"Knicks, Mavericks"
"Courtney LeeWesley Matthews","2019-01-31","Wesley Matthews","Courtney Lee","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Wesley Matthews, and in exhchange give Courtney Lee to them.",FALSE,FALSE,"Knicks, Mavericks"
"Trey BurkeWesley Matthews","2019-01-31","Wesley Matthews","Trey Burke","Knicks","trade with Mavericks","On 2019-01-31, Knicks make trade with Mavericks for Wesley Matthews, and in exhchange give Trey Burke to them.",FALSE,FALSE,"Knicks, Mavericks"
